"ShortSha","Date","Status","Crucial","Category","Author","Subject","FullSha"
"165377484","2026-06-12","PENDING","YES","AI & Movement","Daribon","Correct Revive Pet and Call Pet behavior. (#3456)","165377484bc8bce71cba5d513c6a81cf9f792493"
"f660ba09f","2026-06-12","PENDING","YES","AI & Movement","schell244","Fix Eyes of the Beast cast visual on pet.","f660ba09f7466bb2862390ee021d938ef2685724"
"4c4261723","2026-06-12","PENDING","NO","General Systems","schell244","Add Naxx Teleporter trap.","4c426172340e59ab59719b2b27f79394e00831bf"
"981cfc4c4","2026-06-09","PENDING","YES","Encounters & World","schell244","Correct gameobject data based on 1.12 wdb files. (#3454)","981cfc4c46017916b9eb8ccf204588a3146ebf3b"
"81a93b1ef","2026-06-09","PENDING","NO","General Systems","_BLU","Convert even more loose SMSG_ into well defined packet classes (#3450)","81a93b1ef9dc8fbb5ce052fcc8f75b93bd7e2bf3"
"8939ce4f2","2026-06-09","PENDING","YES","Encounters & World","Michael Serajnik","Build transport gameobject models in mmap_extract.py. (#3449)","8939ce4f29f3a18335e51fe5415fbb5e4aec8fb9"
"ad73645fb","2026-06-09","PENDING","NO","General Systems","Stoabrogga","Add missing header files (#3452)","ad73645fbec48f5e2384f7f3ced1ef4bf74e803a"
"05d516709","2026-06-09","PENDING","YES","Combat & Spells","schell244","Store spells on pet bar while charmed in separate table. (#3453)","05d516709f189e276a38c3783d3da8379c6308f0"
"fdefcafeb","2026-06-07","PENDING","NO","General Systems","Wall","Implement Volume Caching (#3447)","fdefcafeb5b037a869e3affe105a2bada35c3a46"
"6b34a36dc","2026-05-31","PENDING","YES","AI & Movement","MantisLord","Aurora Skycaller + fishing trainer gossip fix (#3446)","6b34a36dc8a188e9407283bc93cad67fc2e4b2e8"
"e5a0b32d2","2026-05-30","PENDING","NO","General Systems","codestothestars","Ungroup two Molten Core spawns (#3443)","e5a0b32d298e65daca1d129129bab043bbb45528"
"5d67ee574","2026-05-29","PENDING","YES","Combat & Spells","Michael Serajnik","Fix wand hit calculation to use the Wands skill. (#3439)","5d67ee5748188c87a056a56caf50eed100dfa677"
"d41b70fb6","2026-05-29","PENDING","YES","General Systems","Daribon","Correct old spawn position for 3 NPCs. (#3433)","d41b70fb6a71232665e4b5e37d5b56979b93ef94"
"e24da500f","2026-05-28","PENDING","NO","General Systems","NickTyrer","Respawn Rogue Vale Screecher (credit cmangos) (#3430)","e24da500f8cf172844c9291732e9ed1751386dc0"
"bf57d4f2c","2026-05-27","PENDING","YES","General Systems","ratkosrb","Fix startup errors when max level is set below 60.","bf57d4f2cfb0f2378c3fc2df7f92d400aaef7485"
"79795dae0","2026-05-27","PENDING","NO","General Systems","NickTyrer","Add Clack the Reaver Waypoints (credit cmangos) (#3432)","79795dae0c78adc498a5f5910a3aee296d08b661"
"e2cdcb333","2026-05-27","PENDING","NO","General Systems","NickTyrer","Respawn Cave Yeti and Ferocious Yeti (credit cmangos) (#3429)","e2cdcb333d947997924e7b4656dc12f9820853f8"
"eefb43271","2026-05-27","PENDING","NO","General Systems","Daribon","Delete ancient tools. (#3431)","eefb432717e4f2b685070dfb4b312ba0c28576ae"
"d0808ba41","2026-05-26","PENDING","YES","AI & Movement","NickTyrer","Add Ashenvale Creature Waypoints (credit cmangos) (#3379)","d0808ba4159c3b834a46894754a0245689ab8590"
"d41221931","2026-05-26","PENDING","YES","Encounters & World","roowow","Prevent Twin Emperors from respawning. (#3428)","d412219313183ac917bdfd3af9fd06ec714c9e46"
"030edd924","2026-05-26","PENDING","NO","General Systems","Daribon","Delete few custom spawns. (#3426)","030edd924122be37c559bd8086343bd2264745d3"
"e006bc36d","2026-05-25","PENDING","YES","General Systems","ratkosrb","Fixes for Raging Moonkin.","e006bc36db98f8f5da31ab892bc4d60dff45004e"
"cd3605e53","2026-05-25","PENDING","YES","Bounds & Exploits","Gamemechanic","Fall back to distance to center check in interaction distance check if no bounds defined (#3425)","cd3605e53971936980103a80adaf1b773b91c137"
"c02ddcffa","2026-05-25","PENDING","YES","AI & Movement","ratkosrb","Fixes for Blink.","c02ddcffacd791ee0e847fa8a91b43197dc14f52"
"86197e510","2026-05-25","PENDING","YES","General Systems","Daribon","Fix max patch on old chest. (#3424)","86197e51031552cf5199dbfbac14a5f3be166320"
"4eda3fe98","2026-05-24","PENDING","YES","Encounters & World","Ellington Santos","Add missing quest greeting for Blind Mary (#3421)","4eda3fe98ac777e2a2c268cc5091c8f3677e9a05"
"c37c4be56","2026-05-24","PENDING","YES","General Systems","Daribon","Fix misc early patch NPCs and objects. (#3419)","c37c4be565cf05deffb52bcc7ade0806991c9547"
"e13390f63","2026-05-23","PENDING","NO","General Systems","NickTyrer","Pool Wetlands Grave Moss (#3399)","e13390f63e2b0001f8b782aed1428532a922c827"
"2add4aa2e","2026-05-23","PENDING","YES","Combat & Spells","ratkosrb","Fix pet cooldowns not being saved and sent properly.","2add4aa2ecd88bcc3723653cd2bbfb5d385d6a57"
"4ee66d9e1","2026-05-23","PENDING","YES","Combat & Spells","_BLU","Add packet classes for spell packets. (#3414)","4ee66d9e11fd2bf193eab7a18940f116d0ba473f"
"01e4a7521","2026-05-22","PENDING","NO","General Systems","Michael Serajnik","CI: Add macOS development release. (#3418)","01e4a75212da8f9ba5b58ab5a699106eec81e27b"
"98419f0e8","2026-05-22","PENDING","YES","General Systems","ratkosrb","Fix swapping non empty bags.","98419f0e834026fc556f18ee40254e5801997e43"
"10c97613e","2026-05-22","PENDING","YES","General Systems","_BLU","Update G3DLite (#3410)","10c97613e4d658c8efb1b058d91d4a0d0b17d20d"
"6966e93a2","2026-05-22","PENDING","YES","General Systems","ratkosrb","Fixes for mingw32.","6966e93a2ca5772f9e22f9e4aeea48aa7fad89ea"
"6a3634a74","2026-05-21","PENDING","NO","General Systems","ratkosrb","Name unknowns in bag family enum.","6a3634a745b1dc0e5247bba9ac7cad4f156bd4d4"
"ef0b5bcb5","2026-05-20","PENDING","YES","General Systems","ratkosrb","Fix usage of IsDead field in AttackStop.","ef0b5bcb59b9ac844d2999d8bb93a64b78fe5dcd"
"b6449c4f3","2026-05-20","PENDING","YES","General Systems","jianggn","Fix pdump loading.","b6449c4f3158b57e9885ecce71b5a0913d0ee16f"
"2c26d7450","2026-05-20","PENDING","YES","AI & Movement","ratkosrb","Fix cases of creature spawn too far from first waypoint.","2c26d74508056ea6aa5eef1ae9e3661edffa1bfc"
"6a04483b0","2026-05-19","PENDING","YES","Encounters & World","ratkosrb","Simpler partybot loot fix.","6a04483b08277268d7e68f55bbbe740d291a48d6"
"caa388760","2026-05-19","PENDING","NO","General Systems","ratkosrb","Special bags can't be placed inside each other.","caa388760fe1dbe6f4099f197723821e860093a6"
"c20931e06","2026-05-18","PENDING","YES","Core Architecture","_BLU","Refactor Unit related ServerPackets (#3406)","c20931e064b11258db5d9d0c207365fed623f4ef"
"0c09dae58","2026-05-18","PENDING","YES","AI & Movement","ratkosrb","Fix order of waypoints for Mountaineer Kalmir.","0c09dae58af96b837cd2cb2375651ed5cffa3ba6"
"9d5cd3ddc","2026-05-18","PENDING","YES","General Systems","_BLU","Fixes some warnings. (#3413)","9d5cd3ddc54c3724ee2d46271802d71b97a85eb5"
"7a83b34d0","2026-05-17","PENDING","YES","Encounters & World","_BLU","Fix always false expression in gluth script (#3411)","7a83b34d051797f4ba9be7317c7540024a8f3b98"
"fb245b21d","2026-05-17","PENDING","NO","General Systems","killerwife","Implement passing of bag slot for EQUIP_ERR_ITEM_DOESNT_GO_INTO_BAG2.","fb245b21dab332de07734eae79af62232f49a748"
"4fec7432f","2026-05-15","PENDING","NO","General Systems","Michael Serajnik","CI: Add macOS CI build. (#3409)","4fec7432f275e0bb92e99c565cb511bae52302fa"
"9dfeb0ca9","2026-05-14","PENDING","NO","General Systems","Michael Serajnik","CI: Consolidate Linux and Windows releases into one tag. (#3408)","9dfeb0ca93db9a149ddb5cec8a8439f0d20b54be"
"c3919aa8e","2026-05-14","PENDING","YES","General Systems","Michael Serajnik","Fix Imp Fire Shield owner targeting while grouped. (#3329)","c3919aa8e80e7173fceef3f3163a6e2adb4f878d"
"8e22fbacb","2026-05-14","PENDING","NO","General Systems","_BLU","Move random related function into own file (#3404)","8e22fbacb160d3d3b9d06eb90191612fb1342bf8"
"d632d2ad8","2026-05-14","PENDING","YES","AI & Movement","Wall","Remove walk mode on confused movement end (#3401)","d632d2ad8e14ee24d44cf4c9981de0cea18a66b3"
"9d013fdcb","2026-05-14","PENDING","NO","General Systems","_BLU","Move g3dlite src and include into own dep folder (#3407)","9d013fdcbce3cea5b7448699c28d505174390dc6"
"16cb8a669","2026-05-14","PENDING","YES","Encounters & World","ratkosrb","Make partybots loot nearby corpses.","16cb8a669ff873730a6fecad9c39cf3a7dc2d745"
"3578b0aed","2026-05-14","PENDING","NO","General Systems","ratkosrb","Unify bot chasing logic.","3578b0aed1494cb299f77fabfedda0dc2d996137"
"f0bbcbf59","2026-05-14","PENDING","YES","General Systems","ratkosrb","Fix migration error.","f0bbcbf59264d1ca5f3e2fba2cf4a9121f67f71f"
"015a11058","2026-05-14","PENDING","YES","Crashes & Security","ratkosrb","Changes to spell_threat table.","015a110587196e20022e91cb5da41f882c608960"
"c68b36813","2026-05-14","PENDING","YES","Crashes & Security","ratkosrb","Fix wrong logic change in remove cooldown script command.","c68b368131191572ff5e8941eaf280c912c814f4"
"9d6ad5206","2026-05-13","PENDING","NO","General Systems","_BLU","Add case-insensitive starts-with helper (#3403)","9d6ad5206e6f37f8c96de9372e2e267e746b3da3"
"e9a7ba69b","2026-05-12","PENDING","YES","Combat & Spells","_BLU","Use SpellEntry pointer instead of reference in cooldown manager (#3405)","e9a7ba69ba8b4ed6b06bc9790260c6338c6b87e5"
"e91dd7574","2026-05-12","PENDING","NO","General Systems","Michael Serajnik","Add Linux development release. (#3394)","e91dd7574c9cf9232feff37a77b4141358fa0422"
"efb6331ab","2026-05-11","PENDING","NO","General Systems","_BLU","License: Re-add OpenSSL exception (#3402)","efb6331ab9603f308f87aab51718d898faf84b3d"
"414e936d3","2026-05-09","PENDING","YES","Encounters & World","ratkosrb","New script for quest Missing In Action.","414e936d31e272a531a1756afe2e2b4be837bdc3"
"8d27aeed5","2026-05-08","PENDING","NO","General Systems","_BLU","Move more packets to packet class (#3397)","8d27aeed57432d67d14ab02d766ca61690d38361"
"987a52ffa","2026-05-08","PENDING","NO","General Systems","_BLU","Disable -Werror by default (#3398)","987a52ffad411e4c9a2f052eec5207ab645b9f59"
"5286a14b0","2026-05-06","PENDING","YES","General Systems","0blu","fix build","5286a14b00ede91f650bb6b0cd585b29ae79552d"
"19b90306c","2026-05-06","PENDING","YES","General Systems","_BLU","Enable all warnings. Mark them as error. Hide unfixed errors. (#3391)","19b90306cd4caa8d5813e879538cfc89ce1a4544"
"e4cd7efe2","2026-05-06","PENDING","YES","Encounters & World","ratkosrb","Add distance check when looting corpse.","e4cd7efe21bb994d75ed5683427e7ed7e1aade18"
"3189b3ad9","2026-05-05","PENDING","YES","General Systems","ratkosrb","Fix build error.","3189b3ad9a6847b9be9d7067dfcab1d1e67298e1"
"8d98375e1","2026-05-05","PENDING","YES","Encounters & World","ratkosrb","Add conditions to Eva Sarkhoff gossip and quest.","8d98375e135b95526a45a863ee1385dcaa2adb96"
"c38151e02","2026-05-02","PENDING","NO","General Systems","ratkosrb","Stoneskin Gargoyles should not be able to leave the Plague Wing.","c38151e02d882ece6ab687ff35aea1ca4f78c1c6"
"59cf5cc3b","2026-05-02","PENDING","YES","Core Architecture","Gamemechanic","Fix GetRandomPoint for flying units (#3390)","59cf5cc3b7de88a87dccc272a1dee9e9276b1f92"
"28fbd7e38","2026-05-02","PENDING","NO","General Systems","_BLU","Use packet classes for opcodes sent in HonorMgr and RepuationMgr (#3389)","28fbd7e38467d0389ee1d4f77ca66b580de6d288"
"e42e8cd1e","2026-05-01","PENDING","NO","General Systems","_BLU","Refactor server packet in Social/Warden/BG/Group/LFG to ServerPacket classes (#3380)","e42e8cd1e374d9fea97d0ae7a367a156867dc339"
"29f5d0df7","2026-05-01","PENDING","YES","General Systems","_BLU","Enable strict checks of char const* (#3386)","29f5d0df78d0723f88f92e6484b03eae193c574e"
"e38fb3ec2","2026-05-01","PENDING","NO","General Systems","_BLU","Remove duplicate json.hpp (#3388)","e38fb3ec25503d0827ebb70d0f2f3f60b9fd8145"
"c83238ffe","2026-04-29","PENDING","NO","General Systems","_BLU","Remove usage of deprecated OpenSSL functions (#3385)","c83238ffe2d7b4a120a901f210316d04dc074a41"
"00ae34653","2026-04-29","PENDING","NO","General Systems","_BLU","Remove unused WheatyExceptionReport (#3384)","00ae3465377161d28a8ca565a62d9b79ddf4fafe"
"454afdc0b","2026-04-29","PENDING","YES","General Systems","_BLU","Update utf8cpp (#3383)","454afdc0b4325bc7815c3c9531f5c7e6633217b2"
"20fd7fdca","2026-04-29","PENDING","YES","AI & Movement","ratkosrb","Grey quests should not give less reputation loss.","20fd7fdca91ab901a3012f0fb7298aaa61ae83c2"
"fcd56677b","2026-04-27","PENDING","NO","General Systems","_BLU","Remove non-functional PostgreSQL files.  (#3381)","fcd56677bef9c9e160d4c8eee7fc72cd79c8c7a0"
"e876cbab3","2026-04-27","PENDING","YES","Crashes & Security","schell244","Harden realmd against crashes and password brute force attempts (#3377)","e876cbab39436d734f531c72fd85ae1850f9c147"
"3fb7d6295","2026-04-24","PENDING","YES","AI & Movement","Wall","Fix Intimidating Shout skipping the main target. (#3378)","3fb7d6295c12a3ee23a14edbff33e3648c997666"
"78113d8a7","2026-04-23","PENDING","YES","General Systems","ratkosrb","Fix case where nodiscard does not exist.","78113d8a7a07514e537cafd0f1af88edd33b0afe"
"865a6aa14","2026-04-23","PENDING","NO","General Systems","ratkosrb","Use a macro to selectively enable nodiscard.","865a6aa14731fcd2c1c95a7c1753f22e506f2796"
"164622a36","2026-04-22","PENDING","YES","General Systems","GrenderG","Proper fix for CMake 3.13 (#3376)","164622a36bb777fe7ff0a4d01be9258c9de7a722"
"6da41d495","2026-04-22","PENDING","YES","Crashes & Security","schell244","Reject oversized auth packets to prevent heap buffer overflow (#3374)","6da41d49503403693913f22d6ff98367ccb36c60"
"404789e1b","2026-04-21","PENDING","NO","General Systems","_BLU","Translate some French comments to English (#3367)","404789e1b10e9cab348e8908bca48801aacc4880"
"6bd4a6785","2026-04-20","PENDING","YES","AI & Movement","NickTyrer","Add Tanaris Creature Waypoints (#3369)","6bd4a6785312be5b3fb8e4a83137a42ebd1b7dad"
"ff16e3e65","2026-04-19","PENDING","YES","General Systems","Stoabrogga","Support cmake versions before 3.14 (#3372)","ff16e3e65b98cd8a0d12424c2066023e4a2abccf"
"82a411ed1","2026-04-19","PENDING","NO","General Systems","GrenderG","Remove duplicated <unistd.h> import. (#3371)","82a411ed187ad785ff96bde2841fc7ed43c38663"
"767c09d53","2026-04-19","PENDING","YES","General Systems","ratkosrb","Fix some signed unsigned mismatch warnings.","767c09d5355a7fda6dafff4f638758743cd07567"
"401af7c4a","2026-04-19","PENDING","YES","Bounds & Exploits","ratkosrb","Do not invalidate quest template pointers on reload.","401af7c4a7c6fa81d29694f7332e958ad43f1592"
"77fa795dc","2026-04-19","PENDING","NO","General Systems","Michael Serajnik","CI: Add MinGW64 build job. (#3365)","77fa795dc847b1deba989d7fe3186fa51e3b7a73"
"e93ebf8f1","2026-04-19","PENDING","YES","General Systems","GrenderG","Fix Linux build. (#3370)","e93ebf8f11965a8ea6c824ef03a82c678de6c335"
"2464ce252","2026-04-17","PENDING","YES","Encounters & World","_BLU","Refactor GMTICKET, GUILD and QUEST related packet to ServerPacket (#3368)","2464ce252712e81c56b78c8804bd705aac87bb0b"
"fd26ff8bb","2026-04-17","PENDING","YES","AI & Movement","ratkosrb","Fix 1.4.2 build and remove fake runmode spline flag.","fd26ff8bbb2307de33646c7784b65d88b5b16f29"
"5ff65dcc5","2026-04-16","PENDING","YES","AI & Movement","ratkosrb","Fix broken movement packet timestamps.","5ff65dcc5445130edcda1931b817417f82c5afcb"
"c1efa4796","2026-04-16","PENDING","YES","AI & Movement","ratkosrb","Reputation loss from kills is not affected by level difference.","c1efa4796f156ddcd361b324627367f812d82112"
"3e7f52230","2026-04-16","PENDING","YES","Combat & Spells","ratkosrb","Use correct spells for quest The Stones That Bind Us.","3e7f52230b36ab83ef1d7713d11e346fcacffd7c"
"ba7dc9762","2026-04-14","PENDING","NO","General Systems","_BLU","refactor(Packet): Add ServerPacket structure (#3361)","ba7dc976211d6e1faaa7b48ca153cf2d892ebc99"
"bab509b4a","2026-04-13","PENDING","NO","General Systems","ratkosrb","Some fields that don't exist in old clients.","bab509b4acb4a996cb7faeb3517abd432c41bcfc"
"7ff0a39fe","2026-04-12","PENDING","NO","General Systems","NickTyrer","Rename Pools (#3364)","7ff0a39fe00662b3b8e5974f68479d629f591eda"
"1debc5fcb","2026-04-12","PENDING","NO","General Systems","NickTyrer","Rename Blasted Lands Pools (#3363)","1debc5fcba4fd918b540251169fadfbd0ce87070"
"e7de79f3b","2026-04-12","PENDING","NO","General Systems","NickTyrer","Pool Un'Goro Blindweed (#3360)","e7de79f3beb1eeed7fcdcf2f4d9c057d3db6f149"
"824c23a23","2026-04-12","PENDING","YES","General Systems","NickTyrer","Update Azshara Pool Naming Schema (#3358)","824c23a2349af8a188ef7d46a6eee30f5e809b8d"
"aa7669665","2026-04-11","PENDING","YES","AI & Movement","Michael Serajnik","CI: Use service container for MySQL. (#3356)","aa766966548add8405b9b29169ab78e781e00d9d"
"26c61f2bd","2026-04-11","PENDING","YES","General Systems","NickTyrer","Update WPL Pool Naming Schema (#3357)","26c61f2bdee0208ebc8cda36e07df7eaa5af3968"
"4199fa45d","2026-04-11","PENDING","NO","General Systems","_BLU","Config: treat tabs as whitespace (#3362)","4199fa45dd9c6810b942afbdab57dd107e3b00ba"
"0df20e545","2026-04-11","PENDING","NO","General Systems","NickTyrer","Rename Pools (#3340)","0df20e5450b1f56957173c006a8af14f189d2352"
"d68a37b2e","2026-04-11","PENDING","NO","General Systems","NickTyrer","Pool Desolace, Hillsbard and Wetlands Copper (credit cmangos) (#3354)","d68a37b2ea0071f4143d9b6c9794f0ad3e12f567"
